"","gs_cat","gs_subcat","gs_name","gene_symbol","entrez_gene","ensembl_gene","human_gene_symbol","human_entrez_gene","human_ensembl_gene","gs_id","gs_pmid","gs_geoid","gs_exact_source","gs_url","gs_description"
"3212","H","","HALLMARK_GLYCOLYSIS","GLCE",26035,"ENSG00000138604","GLCE",26035,"ENSG00000138604","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3213","H","","HALLMARK_GLYCOLYSIS","GLRX",2745,"ENSG00000173221","GLRX",2745,"ENSG00000173221","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3214","H","","HALLMARK_GLYCOLYSIS","GMPPA",29926,"ENSG00000144591","GMPPA",29926,"ENSG00000144591","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3215","H","","HALLMARK_GLYCOLYSIS","GMPPB",29925,"ENSG00000173540","GMPPB",29925,"ENSG00000173540","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3216","H","","HALLMARK_GLYCOLYSIS","GNE",10020,"ENSG00000159921","GNE",10020,"ENSG00000159921","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3217","H","","HALLMARK_GLYCOLYSIS","GNPDA1",10007,"ENSG00000113552","GNPDA1",10007,"ENSG00000113552","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3218","H","","HALLMARK_GLYCOLYSIS","GOT1",2805,"ENSG00000120053","GOT1",2805,"ENSG00000120053","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3219","H","","HALLMARK_GLYCOLYSIS","GOT2",2806,"ENSG00000125166","GOT2",2806,"ENSG00000125166","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3220","H","","HALLMARK_GLYCOLYSIS","GPC1",2817,"ENSG00000063660","GPC1",2817,"ENSG00000063660","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3221","H","","HALLMARK_GLYCOLYSIS","GPC3",2719,"ENSG00000147257","GPC3",2719,"ENSG00000147257","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3222","H","","HALLMARK_GLYCOLYSIS","GPC4",2239,"ENSG00000076716","GPC4",2239,"ENSG00000076716","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3223","H","","HALLMARK_GLYCOLYSIS","GPR87",53836,"ENSG00000138271","GPR87",53836,"ENSG00000138271","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3224","H","","HALLMARK_GLYCOLYSIS","GUSB",2990,"ENSG00000169919","GUSB",2990,"ENSG00000169919","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3225","H","","HALLMARK_GLYCOLYSIS","GYS1",2997,"ENSG00000104812","GYS1",2997,"ENSG00000104812","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3226","H","","HALLMARK_GLYCOLYSIS","GYS2",2998,"ENSG00000111713","GYS2",2998,"ENSG00000111713","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3227","H","","HALLMARK_GLYCOLYSIS","HAX1",10456,"ENSG00000143575","HAX1",10456,"ENSG00000143575","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3228","H","","HALLMARK_GLYCOLYSIS","HDLBP",3069,"ENSG00000115677","HDLBP",3069,"ENSG00000115677","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3229","H","","HALLMARK_GLYCOLYSIS","HK2",3099,"ENSG00000159399","HK2",3099,"ENSG00000159399","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3230","H","","HALLMARK_GLYCOLYSIS","HMMR",3161,"ENSG00000072571","HMMR",3161,"ENSG00000072571","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3231","H","","HALLMARK_GLYCOLYSIS","HOMER1",9456,"ENSG00000152413","HOMER1",9456,"ENSG00000152413","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3232","H","","HALLMARK_GLYCOLYSIS","HS2ST1",9653,"ENSG00000153936","HS2ST1",9653,"ENSG00000153936","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3233","H","","HALLMARK_GLYCOLYSIS","HS6ST2",90161,"ENSG00000171004","HS6ST2",90161,"ENSG00000171004","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3234","H","","HALLMARK_GLYCOLYSIS","HSPA5",3309,"ENSG00000044574","HSPA5",3309,"ENSG00000044574","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3235","H","","HALLMARK_GLYCOLYSIS","IDH1",3417,"ENSG00000138413","IDH1",3417,"ENSG00000138413","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3236","H","","HALLMARK_GLYCOLYSIS","IDUA",3425,"ENSG00000127415","IDUA",3425,"ENSG00000127415","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3237","H","","HALLMARK_GLYCOLYSIS","IER3",8870,"ENSG00000137331","IER3",8870,"ENSG00000137331","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3238","H","","HALLMARK_GLYCOLYSIS","IER3",8870,"ENSG00000206377","IER3",8870,"ENSG00000206377","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3239","H","","HALLMARK_GLYCOLYSIS","IER3",8870,"ENSG00000206478","IER3",8870,"ENSG00000206478","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3240","H","","HALLMARK_GLYCOLYSIS","IER3",8870,"ENSG00000227231","IER3",8870,"ENSG00000227231","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3241","H","","HALLMARK_GLYCOLYSIS","IER3",8870,"ENSG00000230128","IER3",8870,"ENSG00000230128","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3242","H","","HALLMARK_GLYCOLYSIS","IER3",8870,"ENSG00000235030","IER3",8870,"ENSG00000235030","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3243","H","","HALLMARK_GLYCOLYSIS","IER3",8870,"ENSG00000237155","IER3",8870,"ENSG00000237155","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3244","H","","HALLMARK_GLYCOLYSIS","IGFBP3",3486,"ENSG00000146674","IGFBP3",3486,"ENSG00000146674","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3245","H","","HALLMARK_GLYCOLYSIS","IL13RA1",3597,"ENSG00000131724","IL13RA1",3597,"ENSG00000131724","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3246","H","","HALLMARK_GLYCOLYSIS","IRS2",8660,"ENSG00000185950","IRS2",8660,"ENSG00000185950","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3247","H","","HALLMARK_GLYCOLYSIS","ISG20",3669,"ENSG00000172183","ISG20",3669,"ENSG00000172183","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3248","H","","HALLMARK_GLYCOLYSIS","KDELR3",11015,"ENSG00000100196","KDELR3",11015,"ENSG00000100196","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3249","H","","HALLMARK_GLYCOLYSIS","KIF20A",10112,"ENSG00000112984","KIF20A",10112,"ENSG00000112984","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3250","H","","HALLMARK_GLYCOLYSIS","KIF2A",3796,"ENSG00000068796","KIF2A",3796,"ENSG00000068796","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3251","H","","HALLMARK_GLYCOLYSIS","LCT",3938,"ENSG00000115850","LCT",3938,"ENSG00000115850","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3252","H","","HALLMARK_GLYCOLYSIS","LDHA",3939,"ENSG00000134333","LDHA",3939,"ENSG00000134333","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3253","H","","HALLMARK_GLYCOLYSIS","LDHA",3939,"ENSG00000288299","LDHA",3939,"ENSG00000288299","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3254","H","","HALLMARK_GLYCOLYSIS","LDHC",3948,"ENSG00000166796","LDHC",3948,"ENSG00000166796","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3255","H","","HALLMARK_GLYCOLYSIS","LHPP",64077,"ENSG00000107902","LHPP",64077,"ENSG00000107902","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3256","H","","HALLMARK_GLYCOLYSIS","LHX9",56956,"ENSG00000143355","LHX9",56956,"ENSG00000143355","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3257","H","","HALLMARK_GLYCOLYSIS","MDH1",4190,"ENSG00000014641","MDH1",4190,"ENSG00000014641","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3258","H","","HALLMARK_GLYCOLYSIS","MDH2",4191,"ENSG00000146701","MDH2",4191,"ENSG00000146701","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3259","H","","HALLMARK_GLYCOLYSIS","ME1",4199,"ENSG00000065833","ME1",4199,"ENSG00000065833","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3260","H","","HALLMARK_GLYCOLYSIS","ME2",4200,"ENSG00000082212","ME2",4200,"ENSG00000082212","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3261","H","","HALLMARK_GLYCOLYSIS","MED24",9862,"ENSG00000008838","MED24",9862,"ENSG00000008838","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3262","H","","HALLMARK_GLYCOLYSIS","MERTK",10461,"ENSG00000153208","MERTK",10461,"ENSG00000153208","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3263","H","","HALLMARK_GLYCOLYSIS","MET",4233,"ENSG00000105976","MET",4233,"ENSG00000105976","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3264","H","","HALLMARK_GLYCOLYSIS","MIF",4282,"ENSG00000240972","MIF",4282,"ENSG00000240972","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3265","H","","HALLMARK_GLYCOLYSIS","MIF",4282,"ENSG00000276701","MIF",4282,"ENSG00000276701","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3266","H","","HALLMARK_GLYCOLYSIS","MIOX",55586,"ENSG00000100253","MIOX",55586,"ENSG00000100253","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3267","H","","HALLMARK_GLYCOLYSIS","MPI",4351,"ENSG00000178802","MPI",4351,"ENSG00000178802","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3268","H","","HALLMARK_GLYCOLYSIS","MXI1",4601,"ENSG00000119950","MXI1",4601,"ENSG00000119950","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3269","H","","HALLMARK_GLYCOLYSIS","NANP",140838,"ENSG00000170191","NANP",140838,"ENSG00000170191","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3270","H","","HALLMARK_GLYCOLYSIS","NASP",4678,"ENSG00000132780","NASP",4678,"ENSG00000132780","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3271","H","","HALLMARK_GLYCOLYSIS","NDST3",9348,"ENSG00000164100","NDST3",9348,"ENSG00000164100","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3272","H","","HALLMARK_GLYCOLYSIS","NDUFV3",4731,"ENSG00000160194","NDUFV3",4731,"ENSG00000160194","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3273","H","","HALLMARK_GLYCOLYSIS","NOL3",8996,"ENSG00000140939","NOL3",8996,"ENSG00000140939","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3274","H","","HALLMARK_GLYCOLYSIS","NSDHL",50814,"ENSG00000147383","NSDHL",50814,"ENSG00000147383","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3275","H","","HALLMARK_GLYCOLYSIS","NT5E",4907,"ENSG00000135318","NT5E",4907,"ENSG00000135318","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3276","H","","HALLMARK_GLYCOLYSIS","P4HA1",5033,"ENSG00000122884","P4HA1",5033,"ENSG00000122884","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3277","H","","HALLMARK_GLYCOLYSIS","P4HA2",8974,"ENSG00000072682","P4HA2",8974,"ENSG00000072682","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3278","H","","HALLMARK_GLYCOLYSIS","PAM",5066,"ENSG00000145730","PAM",5066,"ENSG00000145730","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3279","H","","HALLMARK_GLYCOLYSIS","PAXIP1",22976,"ENSG00000157212","PAXIP1",22976,"ENSG00000157212","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3280","H","","HALLMARK_GLYCOLYSIS","PC",5091,"ENSG00000173599","PC",5091,"ENSG00000173599","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3281","H","","HALLMARK_GLYCOLYSIS","PDK3",5165,"ENSG00000067992","PDK3",5165,"ENSG00000067992","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3282","H","","HALLMARK_GLYCOLYSIS","PFKFB1",5207,"ENSG00000158571","PFKFB1",5207,"ENSG00000158571","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3283","H","","HALLMARK_GLYCOLYSIS","PFKP",5214,"ENSG00000067057","PFKP",5214,"ENSG00000067057","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3284","H","","HALLMARK_GLYCOLYSIS","PGAM1",5223,"ENSG00000171314","PGAM1",5223,"ENSG00000171314","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3285","H","","HALLMARK_GLYCOLYSIS","PGAM2",5224,"ENSG00000164708","PGAM2",5224,"ENSG00000164708","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3286","H","","HALLMARK_GLYCOLYSIS","PGK1",5230,"ENSG00000102144","PGK1",5230,"ENSG00000102144","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3287","H","","HALLMARK_GLYCOLYSIS","PGLS",25796,"ENSG00000130313","PGLS",25796,"ENSG00000130313","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3288","H","","HALLMARK_GLYCOLYSIS","PGM2",55276,"ENSG00000169299","PGM2",55276,"ENSG00000169299","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3289","H","","HALLMARK_GLYCOLYSIS","PHKA2",5256,"ENSG00000044446","PHKA2",5256,"ENSG00000044446","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3290","H","","HALLMARK_GLYCOLYSIS","PKM",5315,"ENSG00000067225","PKM",5315,"ENSG00000067225","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3291","H","","HALLMARK_GLYCOLYSIS","PKP2",5318,"ENSG00000057294","PKP2",5318,"ENSG00000057294","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3292","H","","HALLMARK_GLYCOLYSIS","PLOD1",5351,"ENSG00000083444","PLOD1",5351,"ENSG00000083444","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3293","H","","HALLMARK_GLYCOLYSIS","PLOD2",5352,"ENSG00000152952","PLOD2",5352,"ENSG00000152952","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3294","H","","HALLMARK_GLYCOLYSIS","PMM2",5373,"ENSG00000140650","PMM2",5373,"ENSG00000140650","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3295","H","","HALLMARK_GLYCOLYSIS","POLR3K",51728,"ENSG00000161980","POLR3K",51728,"ENSG00000161980","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3296","H","","HALLMARK_GLYCOLYSIS","PPFIA4",8497,"ENSG00000143847","PPFIA4",8497,"ENSG00000143847","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3297","H","","HALLMARK_GLYCOLYSIS","PPIA",5478,"ENSG00000196262","PPIA",5478,"ENSG00000196262","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3298","H","","HALLMARK_GLYCOLYSIS","PPP2CB",5516,"ENSG00000104695","PPP2CB",5516,"ENSG00000104695","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3299","H","","HALLMARK_GLYCOLYSIS","PRPS1",5631,"ENSG00000147224","PRPS1",5631,"ENSG00000147224","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3300","H","","HALLMARK_GLYCOLYSIS","PSMC4",5704,"ENSG00000013275","PSMC4",5704,"ENSG00000013275","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
